country,date,cases,deaths,recovered
WestBankandGaza,05/08/2020,375,2,228
Mauritius,05/08/2020,332,10,320
Montenegro,05/08/2020,324,8,267
Vietnam,05/08/2020,288,0,241
Congo,05/08/2020,274,10,33
Rwanda,05/08/2020,273,0,136
Chad,05/08/2020,260,28,50
SierraLeone,05/08/2020,257,17,54
Benin,05/08/2020,242,2,62
CaboVerde,05/08/2020,230,2,44
SaoTomeandPrincipe,05/08/2020,208,5,4
Liberia,05/08/2020,199,20,79
Ethiopia,05/08/2020,194,4,95
Madagascar,05/08/2020,193,0,101
Burma,05/08/2020,177,6,67
Zambia,05/08/2020,167,4,111
Eswatini,05/08/2020,159,2,12
Haiti,05/08/2020,146,12,17
Togo,05/08/2020,145,10,85
CentralAfricanRepublic,05/08/2020,143,0,10
Brunei,05/08/2020,141,1,132
Cambodia,05/08/2020,122,0,120
SouthSudan,05/08/2020,120,0,2
TrinidadandTobago,05/08/2020,116,8,103
Nepal,05/08/2020,102,0,31
Uganda,05/08/2020,101,0,55
Monaco,05/08/2020,95,4,82
Guyana,05/08/2020,94,10,35
TheBahamas,05/08/2020,92,11,31
Barbados,05/08/2020,83,7,53
Liechtenstein,05/08/2020,82,1,81
Mozambique,05/08/2020,82,0,27
Libya,05/08/2020,64,3,24
SyrianArabRepublic,05/08/2020,47,3,29
Macao,05/08/2020,45,0,40
Angola,05/08/2020,43,2,11
Malawi,05/08/2020,43,3,14
Mongolia,05/08/2020,42,0,13
Eritrea,05/08/2020,39,0,37
Yemen,05/08/2020,34,7,1
Zimbabwe,05/08/2020,34,4,9
AntiguaandBarbuda,05/08/2020,25,3,16
Timor.Leste,05/08/2020,24,0,21
Botswana,05/08/2020,23,1,9
Grenada,05/08/2020,21,0,13
TheGambia,05/08/2020,20,1,9
Belize,05/08/2020,18,2,16
Fiji,05/08/2020,18,0,14
SaintLucia,05/08/2020,18,0,17
SaintVincentandtheGrenadines,05/08/2020,17,0,9
Dominica,05/08/2020,16,0,14
Namibia,05/08/2020,16,0,9
Nicaragua,05/08/2020,16,5,7
Burundi,05/08/2020,15,1,7
SaintKittsandNevis,05/08/2020,15,0,13
HolySee,05/08/2020,12,0,2
Seychelles,05/08/2020,11,0,8
Suriname,05/08/2020,10,1,9
Comoros,05/08/2020,8,1,0
Mauritania,05/08/2020,8,1,6
PapuaNewGuinea,05/08/2020,8,0,8
Bhutan,05/08/2020,7,0,5
WesternSahara,05/08/2020,6,0,5
US,05/09/2020,1314320,81719,212534
Spain,05/09/2020,223578,26478,133952
Italy,05/09/2020,218268,30395,103031
UnitedKingdom,05/09/2020,209589,31250,1001
Russia,05/09/2020,198676,1827,31916
France,05/09/2020,176782,26313,56148
Germany,05/09/2020,171324,7549,143300
Brazil,05/09/2020,156061,10656,61685
Turkey,05/09/2020,137115,3739,89480
Iran,05/09/2020,106220,6589,85064
China,05/09/2020,82901,4633,78120
Canada,05/09/2020,68918,4823,31262
Peru,05/09/2020,65015,1814,20246
India,05/09/2020,62808,2101,19301
Belgium,05/09/2020,52596,8581,13411
Netherlands,05/09/2020,42581,5441,149
SaudiArabia,05/09/2020,37136,239,10144
Mexico,05/09/2020,33460,3353,21824
Chile,05/09/2020,32208,304,12667
Pakistan,05/09/2020,30334,659,8063
Switzerland,05/09/2020,30251,1830,26400
Ecuador,05/09/2020,29071,1717,3433
Portugal,05/09/2020,27406,1126,2499
Sweden,05/09/2020,26568,3614,0
Ireland,05/09/2020,22760,1446,17110
Singapore,05/09/2020,22460,20,2296
Belarus,05/09/2020,22052,126,6050
Qatar,05/09/2020,21331,13,2449
UnitedArabEmirates,05/09/2020,17417,185,4295
Israel,05/09/2020,16454,247,11376
Austria,05/09/2020,15833,615,13928
Japan,05/09/2020,15755,654,5906
Poland,05/09/2020,15651,785,5437
Romania,05/09/2020,15131,939,6912
Ukraine,05/09/2020,14710,376,2909
Bangladesh,05/09/2020,13770,214,2414
Indonesia,05/09/2020,13645,959,2607
RepublicofKorea,05/09/2020,10874,256,9610
Philippines,05/09/2020,10610,704,1842
Denmark,05/09/2020,10517,526,8291
Colombia,05/09/2020,10495,445,2569
Serbia,05/09/2020,10032,215,2732
DominicanRepublic,05/09/2020,9882,385,2584
SouthAfrica,05/09/2020,9420,186,3983
Egypt,05/09/2020,8964,514,2002
Panama,05/09/2020,8282,237,4501
Norway,05/09/2020,8099,219,32
Czechia,05/09/2020,8095,276,4447
Kuwait,05/09/2020,7623,49,2622
Australia,05/09/2020,6939,97,6141
Malaysia,05/09/2020,6589,108,4929
Morocco,05/09/2020,5910,186,2461
Finland,05/09/2020,5880,265,4000
Argentina,05/09/2020,5776,300,1728
Algeria,05/09/2020,5558,494,2546
Kazakhstan,05/09/2020,4975,31,1776
Moldova,05/09/2020,4867,161,1925
Bahrain,05/09/2020,4774,8,2055
Ghana,05/09/2020,4263,22,378
Nigeria,05/09/2020,4151,128,745
Afghanistan,05/09/2020,4033,115,502
Luxembourg,05/09/2020,3877,101,3550
Oman,05/09/2020,3224,17,1068
Hungary,05/09/2020,3213,405,904
Armenia,05/09/2020,3175,44,1267
Thailand,05/09/2020,3004,56,2787
Greece,05/09/2020,2710,151,1374
Iraq,05/09/2020,2679,107,1702
Bolivia,05/09/2020,2437,114,258
Azerbaijan,05/09/2020,2422,31,1620
Uzbekistan,05/09/2020,2349,10,1846
Cameroon,05/09/2020,2274,108,1232
Croatia,05/09/2020,2176,87,1726
BosniaandHerzegovina,05/09/2020,2090,102,1059
Guinea,05/09/2020,2042,11,698
Bulgaria,05/09/2020,1921,90,422
Honduras,05/09/2020,1830,108,195
Iceland,05/09/2020,1801,10,1773
Cuba,05/09/2020,1754,74,1140
Estonia,05/09/2020,1733,60,747
CotedIvoire,05/09/2020,1667,21,769
Senegal,05/09/2020,1634,17,643
NorthMacedonia,05/09/2020,1622,91,1112
NewZealand,05/09/2020,1494,21,1371
Slovakia,05/09/2020,1455,26,919
Slovenia,05/09/2020,1454,101,255
Lithuania,05/09/2020,1444,49,828
Djibouti,05/09/2020,1189,3,834
Sudan,05/09/2020,1164,64,119
HongKong,05/09/2020,1044,4,967
Tunisia,05/09/2020,1032,45,660
Somalia,05/09/2020,997,48,110
Guatemala,05/09/2020,967,24,104
DemocraticRepublicoftheCongo,05/09/2020,937,39,130
Kyrgyzstan,05/09/2020,931,12,658
Latvia,05/09/2020,930,18,464
Cyprus,05/09/2020,892,15,401
Kosovo,05/09/2020,862,28,622
Albania,05/09/2020,856,31,627
SriLanka,05/09/2020,847,9,260
Niger,05/09/2020,815,45,617
Lebanon,05/09/2020,809,26,234
Maldives,05/09/2020,790,3,29
ElSalvador,05/09/2020,784,17,276
CostaRica,05/09/2020,780,6,480
Andorra,05/09/2020,754,48,545
BurkinaFaso,05/09/2020,748,48,569
Uruguay,05/09/2020,702,18,513
Mali,05/09/2020,692,37,298
Paraguay,05/09/2020,689,10,155
Gabon,05/09/2020,661,8,110
Kenya,05/09/2020,649,30,207
SanMarino,05/09/2020,637,41,126
Georgia,05/09/2020,626,10,297
Tajikistan,05/09/2020,612,20,0
Jordan,05/09/2020,522,9,387
Tanzania,05/09/2020,509,21,183
Jamaica,05/09/2020,490,9,62
Malta,05/09/2020,490,5,427
Taiwan,05/09/2020,440,6,361
EquatorialGuinea,05/09/2020,439,4,13
Venezuela,05/09/2020,402,10,190
WestBankandGaza,05/09/2020,375,2,228
Mauritius,05/09/2020,332,10,320
Montenegro,05/09/2020,324,8,274
Chad,05/09/2020,322,31,53
SierraLeone,05/09/2020,291,18,58
Vietnam,05/09/2020,288,0,241
Benin,05/09/2020,284,2,62
Rwanda,05/09/2020,280,0,140
Congo,05/09/2020,274,10,33
Zambia,05/09/2020,252,7,112
CaboVerde,05/09/2020,236,2,56
Ethiopia,05/09/2020,210,5,97
SaoTomeandPrincipe,05/09/2020,208,5,4
Liberia,05/09/2020,199,20,79
Madagascar,05/09/2020,193,0,101
Burma,05/09/2020,178,6,68
Eswatini,05/09/2020,163,2,14
Togo,05/09/2020,153,10,87
Haiti,05/09/2020,151,12,17
CentralAfricanRepublic,05/09/2020,143,0,10
Brunei,05/09/2020,141,1,132
Cambodia,05/09/2020,122,0,120
SouthSudan,05/09/2020,120,0,2
TrinidadandTobago,05/09/2020,116,8,104
Uganda,05/09/2020,116,0,55
Nepal,05/09/2020,110,0,31
Monaco,05/09/2020,96,4,82
Guyana,05/09/2020,94,10,35
TheBahamas,05/09/2020,92,11,37
Mozambique,05/09/2020,87,0,34
Barbados,05/09/2020,84,7,57
Liechtenstein,05/09/2020,82,1,81
Libya,05/09/2020,64,3,24
Malawi,05/09/2020,56,3,14
SyrianArabRepublic,05/09/2020,47,3,29
Macao,05/09/2020,45,0,40
Angola,05/09/2020,43,2,13
Mongolia,05/09/2020,42,0,14
Eritrea,05/09/2020,39,0,37
Zimbabwe,05/09/2020,35,4,9
Yemen,05/09/2020,34,7,1
AntiguaandBarbuda,05/09/2020,25,3,19
Timor.Leste,05/09/2020,24,0,21
Botswana,05/09/2020,23,1,12
Grenada,05/09/2020,21,0,13
TheGambia,05/09/2020,20,1,9
Belize,05/09/2020,18,2,16
Fiji,05/09/2020,18,0,14
SaintLucia,05/09/2020,18,0,17
SaintVincentandtheGrenadines,05/09/2020,17,0,9
Dominica,05/09/2020,16,0,14
Namibia,05/09/2020,16,0,10
Nicaragua,05/09/2020,16,5,7
Burundi,05/09/2020,15,1,7
SaintKittsandNevis,05/09/2020,15,0,14
HolySee,05/09/2020,12,0,2
Comoros,05/09/2020,11,1,0
Seychelles,05/09/2020,11,0,8
Suriname,05/09/2020,10,1,9
Mauritania,05/09/2020,8,1,6
PapuaNewGuinea,05/09/2020,8,0,8
Bhutan,05/09/2020,7,0,5
WesternSahara,05/09/2020,6,0,5
US,05/10/2020,1334084,82612,216169
Spain,05/10/2020,224350,26621,136166
Italy,05/10/2020,219070,30560,105186
UnitedKingdom,05/10/2020,211911,31467,1002
Russia,05/10/2020,209688,1915,34306
France,05/10/2020,177094,26383,56327
Germany,05/10/2020,171879,7569,144400
Brazil,05/10/2020,162699,11123,64957
Turkey,05/10/2020,138657,3786,92691
Iran,05/10/2020,107603,6640,86143
China,05/10/2020,82918,4633,78144
Canada,05/10/2020,70091,4991,32109
Peru,05/10/2020,67307,1889,21349
India,05/10/2020,67161,2212,20969
Belgium,05/10/2020,53081,8656,13642
Netherlands,05/10/2020,42826,5459,149
SaudiArabia,05/10/2020,39048,246,11457
Mexico,05/10/2020,35022,3465,21824
Chile,05/10/2020,33855,312,13112
Pakistan,05/10/2020,32081,706,8555
Switzerland,05/10/2020,30305,1833,26600
Ecuador,05/10/2020,29559,2127,3433
Portugal,05/10/2020,27581,1135,2549
Sweden,05/10/2020,26846,3678,0
Singapore,05/10/2020,23336,20,2721
Ireland,05/10/2020,22996,1458,17110
Belarus,05/10/2020,22973,131,6406
Qatar,05/10/2020,22520,14,2753
UnitedArabEmirates,05/10/2020,18198,198,4804
Israel,05/10/2020,16477,252,11430
Poland,05/10/2020,15996,800,5698
Austria,05/10/2020,15871,618,13991
Japan,05/10/2020,15824,666,8127
Romania,05/10/2020,15362,961,7051
Ukraine,05/10/2020,15232,391,3060
Bangladesh,05/10/2020,14657,228,2650
Indonesia,05/10/2020,14032,973,2698
Colombia,05/10/2020,11063,463,2705
RepublicofKorea,05/10/2020,10909,256,9632
Philippines,05/10/2020,10794,719,1924
Denmark,05/10/2020,10627,529,8415
DominicanRepublic,05/10/2020,10347,388,2763
Serbia,05/10/2020,10032,215,2732
SouthAfrica,05/10/2020,10015,194,4173
Egypt,05/10/2020,9400,525,2075
Kuwait,05/10/2020,8688,58,2729
Panama,05/10/2020,8448,244,4687
Czechia,05/10/2020,8123,280,4474
Norway,05/10/2020,8105,219,32
Australia,05/10/2020,6948,97,6167
Malaysia,05/10/2020,6656,108,5025
Morocco,05/10/2020,6063,188,2554
Argentina,05/10/2020,6034,305,1757
Finland,05/10/2020,5962,267,4000
Algeria,05/10/2020,5723,502,2678
Kazakhstan,05/10/2020,5090,31,1941
Bahrain,05/10/2020,4941,8,2070
Moldova,05/10/2020,4927,169,1958
Afghanistan,05/10/2020,4402,120,558
Nigeria,05/10/2020,4399,143,778
Ghana,05/10/2020,4263,22,378
Luxembourg,05/10/2020,3886,101,3586
Oman,05/10/2020,3399,17,1117
Armenia,05/10/2020,3313,45,1325
Hungary,05/10/2020,3263,413,933
Thailand,05/10/2020,3009,56,2794
Iraq,05/10/2020,2767,109,1734
Greece,05/10/2020,2716,151,1374
Cameroon,05/10/2020,2579,114,1465
Bolivia,05/10/2020,2556,118,273
Azerbaijan,05/10/2020,2519,32,1650
Uzbekistan,05/10/2020,2418,10,1881
Croatia,05/10/2020,2187,90,1764
Guinea,05/10/2020,2146,11,714
BosniaandHerzegovina,05/10/2020,2117,107,1106
Honduras,05/10/2020,1972,108,203
Bulgaria,05/10/2020,1965,91,444
Iceland,05/10/2020,1801,10,1773
Cuba,05/10/2020,1766,77,1193
Estonia,05/10/2020,1739,60,750
Senegal,05/10/2020,1709,19,650
CotedIvoire,05/10/2020,1700,21,794
NorthMacedonia,05/10/2020,1642,91,1136
NewZealand,05/10/2020,1497,21,1386
Lithuania,05/10/2020,1479,50,828
Slovakia,05/10/2020,1457,26,941
Slovenia,05/10/2020,1457,102,256
Sudan,05/10/2020,1365,70,149
Djibouti,05/10/2020,1210,3,847
Somalia,05/10/2020,1054,51,118
Guatemala,05/10/2020,1052,26,110
HongKong,05/10/2020,1047,4,982
Tunisia,05/10/2020,1032,45,700
Kyrgyzstan,05/10/2020,1002,12,675
DemocraticRepublicoftheCongo,05/10/2020,991,41,136
Latvia,05/10/2020,939,18,464
Cyprus,05/10/2020,898,16,401
ElSalvador,05/10/2020,889,17,293
Kosovo,05/10/2020,870,28,653
Albania,05/10/2020,868,31,650
SriLanka,05/10/2020,863,9,321
Lebanon,05/10/2020,845,26,234
Maldives,05/10/2020,835,3,29
Niger,05/10/2020,821,46,624
CostaRica,05/10/2020,792,7,501
Andorra,05/10/2020,755,48,550
BurkinaFaso,05/10/2020,751,49,577
Paraguay,05/10/2020,713,10,165
Uruguay,05/10/2020,707,19,517
Mali,05/10/2020,704,38,351
Kenya,05/10/2020,672,32,239
Gabon,05/10/2020,661,8,110
Georgia,05/10/2020,635,10,309
SanMarino,05/10/2020,628,41,126
Tajikistan,05/10/2020,612,20,0
Jordan,05/10/2020,540,9,389
Tanzania,05/10/2020,509,21,183
Jamaica,05/10/2020,502,9,90
Malta,05/10/2020,496,5,433
Taiwan,05/10/2020,440,6,366
EquatorialGuinea,05/10/2020,439,4,13
Venezuela,05/10/2020,414,10,193
WestBankandGaza,05/10/2020,375,2,263
Mauritius,05/10/2020,332,10,320
Montenegro,05/10/2020,324,9,290
Chad,05/10/2020,322,31,53
Benin,05/10/2020,319,2,62
SierraLeone,05/10/2020,307,18,67
Vietnam,05/10/2020,288,0,241
Rwanda,05/10/2020,284,0,140
Congo,05/10/2020,274,10,33
Zambia,05/10/2020,267,7,117
CaboVerde,05/10/2020,246,2,56
Ethiopia,05/10/2020,239,5,99
SaoTomeandPrincipe,05/10/2020,208,5,4
Liberia,05/10/2020,199,20,79
Madagascar,05/10/2020,193,0,101
Haiti,05/10/2020,182,15,17
Burma,05/10/2020,180,6,72
Togo,05/10/2020,174,11,89
Eswatini,05/10/2020,172,2,27
CentralAfricanRepublic,05/10/2020,143,0,10
Brunei,05/10/2020,141,1,134
Cambodia,05/10/2020,122,0,120
Uganda,05/10/2020,121,0,55
SouthSudan,05/10/2020,120,0,2
TrinidadandTobago,05/10/2020,116,8,107
Nepal,05/10/2020,110,0,31
Guyana,05/10/2020,104,10,35
Monaco,05/10/2020,96,4,82
TheBahamas,05/10/2020,92,11,37
Mozambique,05/10/2020,91,0,34
Barbados,05/10/2020,84,7,57
Liechtenstein,05/10/2020,82,1,81
Libya,05/10/2020,64,3,24
Malawi,05/10/2020,56,3,14
Yemen,05/10/2020,51,8,1
SyrianArabRepublic,05/10/2020,47,3,29
Angola,05/10/2020,45,2,13
Macao,05/10/2020,45,0,41
Mongolia,05/10/2020,42,0,14
Eritrea,05/10/2020,39,0,37
Zimbabwe,05/10/2020,36,4,9
AntiguaandBarbuda,05/10/2020,25,3,19
Timor.Leste,05/10/2020,24,0,21
Botswana,05/10/2020,23,1,12
Grenada,05/10/2020,21,0,13
TheGambia,05/10/2020,20,1,9
Belize,05/10/2020,18,2,16
Fiji,05/10/2020,18,0,14
SaintLucia,05/10/2020,18,0,17
SaintVincentandtheGrenadines,05/10/2020,17,0,9
Dominica,05/10/2020,16,0,15
Namibia,05/10/2020,16,0,11
Nicaragua,05/10/2020,16,5,7
Burundi,05/10/2020,15,1,7
SaintKittsandNevis,05/10/2020,15,0,14
HolySee,05/10/2020,12,0,2
Comoros,05/10/2020,11,1,0
Seychelles,05/10/2020,11,0,10
Suriname,05/10/2020,10,1,9
Mauritania,05/10/2020,8,1,6
PapuaNewGuinea,05/10/2020,8,0,8
Bhutan,05/10/2020,7,0,5
WesternSahara,05/10/2020,6,0,5
US,05/11/2020,1352962,83626,232733
Spain,05/11/2020,227436,26744,137139
Russia,05/11/2020,221344,2009,39801
Italy,05/11/2020,219814,30739,106587
UnitedKingdom,05/11/2020,215500,31655,1015
France,05/11/2020,177547,26646,56835
Germany,05/11/2020,172576,7661,145617
Brazil,05/11/2020,169594,11653,67384
Turkey,05/11/2020,139771,3841,95780
Iran,05/11/2020,109286,6685,87422
China,05/11/2020,82919,4633,78171
Canada,05/11/2020,71264,5115,33007
India,05/11/2020,70768,2294,22549
Peru,05/11/2020,68822,1961,22406
Belgium,05/11/2020,53449,8707,13697
Netherlands,05/11/2020,42987,5475,149
SaudiArabia,05/11/2020,41014,255,12737
Mexico,05/11/2020,36327,3573,23100
Chile,05/11/2020,35052,323,13605
Pakistan,05/11/2020,34336,737,8812
Switzerland,05/11/2020,30344,1845,26800
Ecuador,05/11/2020,29509,2145,3433
Portugal,05/11/2020,27679,1144,2549
Sweden,05/11/2020,27301,3739,0
Belarus,05/11/2020,23906,135,6531
Singapore,05/11/2020,23822,21,3225
Qatar,05/11/2020,23623,14,2840
Ireland,05/11/2020,23135,1467,17110
UnitedArabEmirates,05/11/2020,18878,201,5381
Israel,05/11/2020,16506,258,11843
Poland,05/11/2020,16326,811,5816
Austria,05/11/2020,15882,620,14061
Japan,05/11/2020,15861,685,8293
Bangladesh,05/11/2020,15691,239,2902
Ukraine,05/11/2020,15648,408,3288
Romania,05/11/2020,15588,982,7245
Indonesia,05/11/2020,14265,991,2881
Colombia,05/11/2020,11613,479,2825
Philippines,05/11/2020,11086,726,1999
RepublicofKorea,05/11/2020,10936,258,9670
Denmark,05/11/2020,10711,533,8526
SouthAfrica,05/11/2020,10652,206,4357
DominicanRepublic,05/11/2020,10634,393,2870
Serbia,05/11/2020,10176,218,3290
Egypt,05/11/2020,9746,533,2172
Kuwait,05/11/2020,9286,65,2907
Panama,05/11/2020,8616,249,4687
Czechia,05/11/2020,8176,282,4711
Norway,05/11/2020,8132,224,32
Australia,05/11/2020,6970,97,6213
Malaysia,05/11/2020,6726,109,5113
Morocco,05/11/2020,6281,188,2811
Argentina,05/11/2020,6278,314,1837
Finland,05/11/2020,5984,271,4000
Algeria,05/11/2020,5891,507,2841
Bahrain,05/11/2020,5236,8,2152
Kazakhstan,05/11/2020,5207,32,2074
Moldova,05/11/2020,4995,175,1980
Ghana,05/11/2020,4700,22,494
Afghanistan,05/11/2020,4687,122,558
Nigeria,05/11/2020,4641,150,902
Luxembourg,05/11/2020,3888,101,3602
Oman,05/11/2020,3573,17,1250
Armenia,05/11/2020,3392,46,1359
Hungary,05/11/2020,3284,421,958
Thailand,05/11/2020,3015,56,2796
Bolivia,05/11/2020,2831,122,299
Iraq,05/11/2020,2818,110,1790
Greece,05/11/2020,2726,151,1374
Cameroon,05/11/2020,2689,125,1524
Azerbaijan,05/11/2020,2589,32,1680
Uzbekistan,05/11/2020,2486,10,1988
Croatia,05/11/2020,2196,91,1784
Guinea,05/11/2020,2146,11,714
BosniaandHerzegovina,05/11/2020,2141,113,1114
Honduras,05/11/2020,2100,116,206
Bulgaria,05/11/2020,1990,93,461
Senegal,05/11/2020,1886,19,715
Iceland,05/11/2020,1801,10,1773
Cuba,05/11/2020,1783,77,1229
Estonia,05/11/2020,1741,61,751
CotedIvoire,05/11/2020,1730,21,818
NorthMacedonia,05/11/2020,1664,91,1200
Sudan,05/11/2020,1526,74,162
NewZealand,05/11/2020,1497,21,1398
Lithuania,05/11/2020,1485,50,833
Slovenia,05/11/2020,1460,102,256
Slovakia,05/11/2020,1457,26,959
Djibouti,05/11/2020,1227,3,872
Guatemala,05/11/2020,1114,26,111
Somalia,05/11/2020,1089,52,121
HongKong,05/11/2020,1047,4,985
Tunisia,05/11/2020,1032,45,727
DemocraticRepublicoftheCongo,05/11/2020,1024,41,141
Kyrgyzstan,05/11/2020,1016,12,688
ElSalvador,05/11/2020,958,18,325
Latvia,05/11/2020,946,18,464
Cyprus,05/11/2020,901,16,401
Maldives,05/11/2020,897,3,29
Kosovo,05/11/2020,884,28,655
Albania,05/11/2020,872,31,654
SriLanka,05/11/2020,869,9,343
Lebanon,05/11/2020,859,26,234
Niger,05/11/2020,832,46,637
Gabon,05/11/2020,802,9,127
CostaRica,05/11/2020,801,7,517
BurkinaFaso,05/11/2020,760,50,584
Andorra,05/11/2020,755,48,550
Paraguay,05/11/2020,724,10,170
Mali,05/11/2020,712,39,377
Uruguay,05/11/2020,711,19,523
Kenya,05/11/2020,700,33,251
Tajikistan,05/11/2020,661,21,0
Georgia,05/11/2020,638,11,317
SanMarino,05/11/2020,628,41,130
Jordan,05/11/2020,562,9,390
Tanzania,05/11/2020,509,21,183
Jamaica,05/11/2020,505,9,90
Malta,05/11/2020,503,5,434
Taiwan,05/11/2020,440,7,368
EquatorialGuinea,05/11/2020,439,4,13
Venezuela,05/11/2020,422,10,205
WestBankandGaza,05/11/2020,375,2,301
SierraLeone,05/11/2020,338,19,72
Congo,05/11/2020,333,11,53
Mauritius,05/11/2020,332,10,322
Montenegro,05/11/2020,324,9,294
Chad,05/11/2020,322,31,53
Benin,05/11/2020,319,2,62
Vietnam,05/11/2020,288,0,249
Rwanda,05/11/2020,285,0,150
Zambia,05/11/2020,267,7,117
CaboVerde,05/11/2020,260,2,58
Ethiopia,05/11/2020,250,5,105
Liberia,05/11/2020,211,20,85
Haiti,05/11/2020,209,16,17
SaoTomeandPrincipe,05/11/2020,208,5,4
Madagascar,05/11/2020,186,0,101
Togo,05/11/2020,181,11,89
Burma,05/11/2020,180,6,74
Eswatini,05/11/2020,175,2,28
SouthSudan,05/11/2020,156,0,2
CentralAfricanRepublic,05/11/2020,143,0,10
Brunei,05/11/2020,141,1,134
Nepal,05/11/2020,134,0,33
Cambodia,05/11/2020,122,0,121
Uganda,05/11/2020,121,0,55
TrinidadandTobago,05/11/2020,116,8,107
Guyana,05/11/2020,109,10,36
Mozambique,05/11/2020,103,0,34
Monaco,05/11/2020,96,4,85
TheBahamas,05/11/2020,93,11,39
Barbados,05/11/2020,84,7,57
Liechtenstein,05/11/2020,82,1,81
Libya,05/11/2020,64,3,28
Malawi,05/11/2020,57,3,24
Yemen,05/11/2020,56,9,1
SyrianArabRepublic,05/11/2020,47,3,29
Angola,05/11/2020,45,2,13
Macao,05/11/2020,45,0,42
Mongolia,05/11/2020,42,0,14
Eritrea,05/11/2020,39,0,38
Zimbabwe,05/11/2020,36,4,9
AntiguaandBarbuda,05/11/2020,25,3,19
Botswana,05/11/2020,24,1,12
Timor.Leste,05/11/2020,24,0,21
TheGambia,05/11/2020,22,1,10
Grenada,05/11/2020,21,0,13
Belize,05/11/2020,18,2,16
Fiji,05/11/2020,18,0,14
SaintLucia,05/11/2020,18,0,17
SaintVincentandtheGrenadines,05/11/2020,17,0,9
Dominica,05/11/2020,16,0,15
Namibia,05/11/2020,16,0,11
Nicaragua,05/11/2020,16,5,7
Burundi,05/11/2020,15,1,7
SaintKittsandNevis,05/11/2020,15,0,14
HolySee,05/11/2020,12,0,2
Comoros,05/11/2020,11,1,0
Seychelles,05/11/2020,11,0,10
Suriname,05/11/2020,10,1,9
Bhutan,05/11/2020,9,0,5
Mauritania,05/11/2020,8,1,6
PapuaNewGuinea,05/11/2020,8,0,8
WesternSahara,05/11/2020,6,0,6
US,05/12/2020,1375152,85253,230287
Russia,05/12/2020,232243,2116,43512
Spain,05/12/2020,228030,26920,138980
Italy,05/12/2020,221216,30911,109039
UnitedKingdom,05/12/2020,218895,32270,1023
France,05/12/2020,178349,26994,57898
Brazil,05/12/2020,178214,12461,72597
Germany,05/12/2020,173171,7738,147200
Turkey,05/12/2020,141475,3894,98889
Iran,05/12/2020,110767,6733,88357
China,05/12/2020,82926,4633,78189
India,05/12/2020,74292,2415,24420
Canada,05/12/2020,72419,5300,34055
Peru,05/12/2020,72059,2057,23324
Belgium,05/12/2020,53779,8761,13732
Netherlands,05/12/2020,43183,5529,149
SaudiArabia,05/12/2020,42925,264,15257
Mexico,05/12/2020,38324,3926,25935
Chile,05/12/2020,36710,335,14125
Pakistan,05/12/2020,35298,761,8899
Ecuador,05/12/2020,30419,2327,3433
Switzerland,05/12/2020,30380,1867,26800
Sweden,05/12/2020,28055,3789,0
Portugal,05/12/2020,27913,1163,3013
Qatar,05/12/2020,25149,14,3019
Belarus,05/12/2020,24873,142,6974
Singapore,05/12/2020,24671,21,3851
Ireland,05/12/2020,23242,1488,17110
UnitedArabEmirates,05/12/2020,19661,203,6012
Poland,05/12/2020,16921,839,6131
Bangladesh,05/12/2020,16660,250,3147
Israel,05/12/2020,16529,260,12083
Ukraine,05/12/2020,16023,425,3373
Austria,05/12/2020,15961,623,14148
Japan,05/12/2020,15948,707,8531
Romania,05/12/2020,15778,1002,7685
Indonesia,05/12/2020,14749,1007,3063
Colombia,05/12/2020,12272,493,2971
Philippines,05/12/2020,11350,751,2106
SouthAfrica,05/12/2020,11350,206,4357
RepublicofKorea,05/12/2020,10962,259,9695
DominicanRepublic,05/12/2020,10900,402,3221
Denmark,05/12/2020,10789,527,8778
Kuwait,05/12/2020,10277,75,3101
Serbia,05/12/2020,10243,220,3600
Egypt,05/12/2020,10093,544,2326
Panama,05/12/2020,8783,252,6021
Czechia,05/12/2020,8221,283,4889
Norway,05/12/2020,8157,228,32
Australia,05/12/2020,6980,98,6270
Malaysia,05/12/2020,6742,109,5223
Argentina,05/12/2020,6563,319,1862
Morocco,05/12/2020,6418,188,2991
Algeria,05/12/2020,6067,515,2998
Finland,05/12/2020,6003,275,4300
Bahrain,05/12/2020,5531,9,2192
Kazakhstan,05/12/2020,5279,32,2223
Moldova,05/12/2020,5154,182,2069
Ghana,05/12/2020,5127,22,494
Afghanistan,05/12/2020,4963,127,610
Nigeria,05/12/2020,4787,158,959
Luxembourg,05/12/2020,3894,102,3610
Oman,05/12/2020,3721,17,1250
Armenia,05/12/2020,3538,47,1430
Hungary,05/12/2020,3313,425,1007
Thailand,05/12/2020,3017,56,2798
Bolivia,05/12/2020,2964,128,313
Iraq,05/12/2020,2913,112,1903
Greece,05/12/2020,2744,152,1374
Azerbaijan,05/12/2020,2693,33,1680
Cameroon,05/12/2020,2689,125,1524
Uzbekistan,05/12/2020,2519,10,2010
Guinea,05/12/2020,2298,11,816
Croatia,05/12/2020,2207,91,1808
BosniaandHerzegovina,05/12/2020,2158,117,1168
Honduras,05/12/2020,2080,121,211
Bulgaria,05/12/2020,2023,95,476
Senegal,05/12/2020,1995,19,742
CotedIvoire,05/12/2020,1857,21,820
Cuba,05/12/2020,1804,78,1277
Iceland,05/12/2020,1801,10,1776
Estonia,05/12/2020,1746,61,777
